ZONE I=5, J=5, K=5
0.000698997 -0.937829 6.87566 0 0 0 0 
0.125612 -1.00815 6.79757 0 0 0 0 
0.250524 -1.07847 6.71949 0 0 0 0 
0.375437 -1.14879 6.6414 0 0 0 0 
0.500349 -1.21911 6.56331 0 0 0 0 
0.125612 -0.976902 6.9538 0 0 0 0 
0.229705 -1.03811 6.87571 0 0 0 0 
0.333799 -1.09931 6.79762 0 0 0 0 
0.437893 -1.16051 6.71953 0 0 0 0 
0.541987 -1.22172 6.64144 0 0 0 0 
0.250524 -1.01597 7.03195 0 0 0 0 
0.333799 -1.06806 6.95385 0 0 0 0 
0.417074 -1.12015 6.87576 0 0 0 0 
0.500349 -1.17224 6.79766 0 0 0 0 
0.583625 -1.22432 6.71956 0 0 0 0 
0.375437 -1.05505 7.11009 0 0 0 0 
0.437893 -1.09802 7.03199 0 0 0 0 
0.500349 -1.14099 6.95389 0 0 0 0 
0.562806 -1.18396 6.87579 0 0 0 0 
0.625262 -1.22693 6.79769 0 0 0 0 
0.500349 -1.09412 7.18824 0 0 0 0 
0.541987 -1.12798 7.11013 0 0 0 0 
0.583625 -1.16183 7.03203 0 0 0 0 
0.625262 -1.19569 6.95392 0 0 0 0 
0.6669 -1.22954 6.87582 0 0 0 0 
0.000519931 -1.039 6.8747 0 0 0 0 
0.115038 -1.09503 6.8032 0 0 0 0 
0.229556 -1.15106 6.7317 0 0 0 0 
0.344074 -1.20709 6.6602 0 0 0 0 
0.458593 -1.26311 6.5887 0 0 0 0 
0.115038 -1.06638 6.94641 0 0 0 0 
0.211338 -1.11549 6.8749 0 0 0 0 
0.307638 -1.1646 6.80338 0 0 0 0 
0.403938 -1.2137 6.73187 0 0 0 0 
0.500238 -1.26281 6.66036 0 0 0 0 
0.229556 -1.09377 7.01812 0 0 0 0 
0.307638 -1.13595 6.9466 0 0 0 0 
0.385719 -1.17814 6.87507 0 0 0 0 
0.463801 -1.22032 6.80354 0 0 0 0 
0.541883 -1.2625 6.73201 0 0 0 0 
0.344074 -1.12116 7.08984 0 0 0 0 
0.403938 -1.15642 7.01829 0 0 0 0 
0.463801 -1.19168 6.94675 0 0 0 0 
0.523664 -1.22694 6.87521 0 0 0 0 
0.583528 -1.2622 6.80367 0 0 0 0 
0.458593 -1.14854 7.16155 0 0 0 0 
0.500238 -1.17688 7.08999 0 0 0 0 
0.541883 -1.20522 7.01844 0 0 0 0 
0.583528 -1.23356 6.94688 0 0 0 0 
0.625173 -1.26189 6.87532 0 0 0 0 
